"pri_auto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Date","Name","Event ID","Legacy Id","Event Status","Partner","Engagement Activity Type","Venue Name","Street Address","City","State","Zip","NN2 Venue Market","NN2 Consortia Partner Target Market","Event Recap Type Id","Collaboration Partner(s)","Digital Recap | Digital Event Engagement","Digital Recap | # of Digital Event Attendees","Digital Recap | TWITTER","Digital Recap | # of Tweets","Digital Recap | Twitter Impressions","Digital Recap | Twitter Engagement","Digital Recap | FACEBOOK","Digital Recap | # of Facebook posts","Digital Recap | Facebook Reach","Digital Recap | Facebook Engagement","Digital Recap | INSTAGRAM","Digital Recap | # of Instagram posts","Digital Recap | Instagram Reach","Digital Recap | Instagram Impressions","Digital Recap | Instagram Engagement","Digital Recap | TWITTER CHAT","Digital Recap | # of Twitter Chat Attendees","Digital Recap | Twitter Chat Engagement","Digital Recap | FACEBOOK LIVE","Digital Recap | # of Facebook Live Attendees","Digital Recap | Facebook Live Engagement","Digital Recap | WhatsApp Reach","Digital Recap | LinkedIn Reach","Digital Recap | Blog Engagement","Digital Recap | Google Analytics Page Views","Digital Recap | Target/Primary Population","In-Person Recap | Est # of attendees","In-Person Recap | Est # of  Engagement","In-Person Recap | Reach of Tactic","In-Person Recap | Target/Primary Population","Hybrid Recap | Est # of attendees","Hybrid Recap | # of In-Person Attendees","Hybrid Recap | # of Virtual Attendees","Hybrid Recap | Est # of Engagement","Hybrid Recap | Target/Primary Population","Hybrid Recap | Most Resonating Messages","Non-Digital Non-Event Recap | Reach","Non-Digital Non-Event Recap | If printed, how many were distributed?","Admin Recap | Accomplishments","Hybrid Recap | Concerns","Admin Recap | Barriers to participation","Admin Recap | Concerns expressed","Admin Recap | Challenges","Admin Recap | Lessons Learned","Admin Recap | Governance Activities Summary","Admin Recap | Best-resonating message","Admin Recap | Other notes","Partners | Digital - CPGI","Partners | Digital - CEP","Partners | Digital - FQHC","Partners | Digital - DV","Partners | In-Person - CPGI","Partners | In-Person - CEP","Partners | In-Person - DV","Partners | In-Person - HPO","Partners | In-Person - FQHC","Partners | Hybrid - CPGI","Partners | Hybrid - CEP","Partners | Hybrid - DV","Partners | Hybrid - HPO","Partners | Hybrid - FQHC","Partners | NonDig NonEvent - CPGI","Partners | NonDig NonEvent - CEP","Partners | NonDig NonEvent - DV","Partners | NonDig NonEvent - HPO","Partners | NonDig NonEvent - FQHC","Legacy | Organization Name","Legacy Recap | Est # of attendees","Legacy Recap | Est # of Engagement 1","Legacy Recap | Est # of Engagement 2","Legacy Recap | Name of Organization","Legacy Recap | YOUTUBE","Legacy Recap | # of YouTube videos","Legacy Recap | YouTube Reach","Legacy Recap | YouTube Engagement","Legacy Recap | TWITTER","Legacy Recap | # of Tweets","Legacy Recap | Twitter Impressions","Legacy Recap | Twitter Engagement","Legacy Recap | FACEBOOK","Legacy Recap | # of Facebook posts","Legacy Recap | Facebook Reach","Legacy Recap | Facebook Engagement","Legacy Recap | INSTAGRAM","Legacy Recap | # of Instagram posts","Legacy Recap | Instagram Reach","Legacy Recap | Instagram Impressions","Legacy Recap | Instagram Engagement","Legacy Recap | Instagram Exp Audience Reach","Legacy Recap | Target/Primary Population","Legacy Recap | Accomplishments","Legacy Recap | Challenges","Legacy Recap | Lessons Learned","Legacy Recap | Best-resonating Messages","Legacy Recap | Governance Activities Summary","Legacy Recap | Concerns Expressed","Legacy Recap | Barriers to Participation","Legacy Recap | Tactics and strategies","Legacy Recap | Other Notes"
"05/22/2022","Southern University at New Orleans/Asia Baptist Church","13,303","471,096","Scheduled","CPGI","Events","The Asia Baptist Church (you must add id from venues_profiles for this to link)","1400 Sere St","New Orleans","LA","70122","Louisiana Regional Market - New Orleans","New Orleans, LA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/22/2022","Southern University at New Orleans/ Medical/Education Events (Presenters to address COVID-19, Social Determinants)","15,092","471,100","Scheduled","CPGI","Events","Central Time Zone (you must add id from venues_profiles for this to link)","","","                                                                                                                                                                                                        ","60804","Digital, Non-Event (social, digital advertising)","New Orleans, LA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Southern University at New Orleans","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/22/2022","Black Greek Letter Consortium /  Sigma Gamma Rho Mental Health Maternal Health and Post Partum","15,779","470,947","Scheduled","CPGI","Webinar","Central Time Zone (you must add id from venues_profiles for this to link)","","","                                                                                                                                                                                                        ","60804","Digital, Non-Event (social, digital advertising)","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sigma Gamma Rho Sorority, inc..  (SGRho)","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/23/2022","DREF/The Black Experience with Mental Health - Baton Rouge","20,139","0","Scheduled","CEP","Digital Events","Digital Event (you must add id from venues_profiles for this to link)","926 Harding Blvd","Baton Rouge","LA","70807","Louisiana Regional Market - Baton Rouge","Baton Rouge, LA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/24/2022","DREF/ Black MENtal Health","20,140","0","Scheduled","CEP","Digital Events","Digital Event (you must add id from venues_profiles for this to link)","PO Box 51424","Boston","MA","02205","Boston, MA / Target Market","Boston, MA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/24/2022","DREF/Using Eympathy Skills to Soothe Trauma","20,141","0","Scheduled","CEP","Digital Events","Digital Event (you must add id from venues_profiles for this to link)","P.O. Box 8235","Chicago","IL","60680","Chicago, IL / Target Market","Chicago, IL","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/24/2022","DREF/Living with Lupus: You Are Not Alone","20,142","0","Scheduled","CEP","Digital Events","Digital Event (you must add id from venues_profiles for this to link)","PO Box 7432","Denver","CO","80207","Denver, CO / Target Market","Denver, CO","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/24/2022","ANAC/Social Media/Facebook May 2022","20,213","0","Scheduled","CPGI","Social Media","Digital (you must add id from venues_profiles for this to link)","1101 14th St NW","Washington","DC","20005","Washington D.C","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/24/2022","ANAC/Social Media/Instagram May 2022","20,222","0","Scheduled","CPGI","Social Media","Digital (you must add id from venues_profiles for this to link)","1101 14th St NW","Washington","DC","20005","Washington D.C","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/24/2022","ANAC/Social Media/Twitter May 2022","20,219","0","Scheduled","CPGI","Social Media","Digital (you must add id from venues_profiles for this to link)","1101 14th St NW","Washington","DC","20005","Washington D.C","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/24/2022","FiftyForward/ All of Us Cafe & Bingo- Knowles","20,014","0","Scheduled","CEP","Booth/Tabling","FiftyForward (you must add id from venues_profiles for this to link)","174 Rains Avenue","Nashville","TN                                                                                                                                                                                                      ","37203","Tennessee ","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/24/2022","FiftyForward/ All of Us Cafe- College Grove","20,015","0","Scheduled","CEP","Booth/Tabling","FiftyForward College Grove (you must add id from venues_profiles for this to link)","8607 Horton Hwy","College Grove","TN","37046","Tennessee","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/24/2022","Southern University at Shreveport/Bright Star Baptist Church","19,970","0","Scheduled","CPGI","Events","Bright Star Baptist Church (you must add id from venues_profiles for this to link)","3330 Meriwether Rd","Shreveport","LA","71108","Louisiana Regional Market - Shreveport","Shreveport, LA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/24/2022","DREF/Stroke Awareness featuring Author Vivian King","20,143","0","Scheduled","CEP","Digital Events","Digital (you must add id from venues_profiles for this to link)","315 W Court St","Milwaukee","WI","53212","Wisconsin","Wisconsin","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/25/2022","Black Greek Letter Consortium/  Iota Phi Theta Summary May 2022","20,171","0","Scheduled","CPGI","Monthly Summary Report","NPHC Headquarters (you must add id from venues_profiles for this to link)","3951 Snapfinger Cir","Decatur","GA","30035","Atlanta, GA / Target Market","Atlanta, GA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/25/2022","Southern University Ag Center/SPRING into Nutrition","20,133","0","Scheduled","CPGI","Events","SARDI location (St. Landry) (you must add id from venues_profiles for this to link)","1209 Diesi St","Opelousas","LA","70570","Louisiana Regional Market - Baton Rouge","Baton Rouge, LA","0","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/25/2022","Southern University Ag Center/Wellness Wednesday at the ExxonMobil YMCA","19,821","0","Cancelled","CPGI","Events","ExxonMobil YMCA (you must add id from venues_profiles for this to link)","7717 Howell Blvd","Baton Rouge","LA                                                                                                                                                                                                      ","70807","Louisiana Regional Market - Baton Rouge","Baton Rouge, LA","0","Baton Rouge YMCA","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/25/2022","DREF/Let's Talk About Lupus","20,145","0","Scheduled","CEP","Digital Events","Digital Event (you must add id from venues_profiles for this to link)","24760 W Seven Mile Rd","Detroit","MI","48240","Detroit, MI / Target Market","Detroit, MI","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/25/2022","DREF/Thriving with Lupus","20,146","0","Scheduled","CEP","Digital Events","Digital Event (you must add id from venues_profiles for this to link)","6200 NW 7th St","Miami","FL","33126","Miami, FL / Target Market","Maimi, FL","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/25/2022","Dillard University Community Relations - Monthly Report May 2022","20,189","0","Scheduled","CPGI","Monthly Summary Report","Dillard University Community Relations (you must add id from venues_profiles for this to link)","3301 Annette St","New Orleans","LA","70122","Louisiana ","New Orleans, LA","0","LSUHSC All of Us HPO","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/25/2022","FiftyForward/ Lecture and Learn Series- Don't Let Depression Get You Down! with Dr. Warren Taylor","20,017","0","Scheduled","CEP","Digital Events","Digital Platform- Facebook (you must add id from venues_profiles for this to link)","174 Rains Ave","Nashville","TN","37203","Digital, Non-Event (social, digital advertising)","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/26/2022","NHCOA: Webinar: ""Perspectives from heath researchers in advancing health equity in diverse communities"", Part 1","20,201","0","Scheduled","CPGI","Webinar","NHCOA (you must add id from venues_profiles for this to link)","2201 12th St NW Suite 101","Washington, DC","DC                                                                                                                                                                                                      ","20009","Non-Digital, Non Event","DC/MD/VA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/26/2022","THEARI/Student Ambassador Presentation with Stuart Middle School Administration and Faculty","20,034","0","Scheduled","CPGI","Webinar","Stuart Middle School (you must add id from venues_profiles for this to link)","15955 E 101st Way","Commerce City","CO","80022","Denver, CO / Target Market","Denver, CO","0","N/A","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/26/2022","DREF/Living with Lupus: Facts, Flares, and Fighting the Cruel Disease","20,147","0","Scheduled","CEP","Digital Events","Digital Event (you must add id from venues_profiles for this to link)","P.O. Box 52862","New Orleans","LA","70152","Louisiana Regional Market - New Orleans","New Orleans, LA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/26/2022","DREF/Children's Mental Health","20,148","0","Scheduled","CEP","Digital Events","Digital Event (you must add id from venues_profiles for this to link)","P.O. Box 5569","New York","NY","10027","New York, NY / Target Market","New York, NY","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/26/2022","Nehemiah Ministries FB Live","20,124","0","Scheduled","DV","VAP - Live Demo/Engagement ","Nehemiah Ministries Christian (you must add id from venues_profiles for this to link)","3606 N Rancho Dr","Las Vegas","NV","89130","Nevada","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/27/2022","DREF/She's A Warrior...Learning About Lupus","20,150","0","Scheduled","CEP","Digital Events","Digital Event (you must add id from venues_profiles for this to link)","P.O. Box 8235","Chicago","IL","60680","Chicago, IL / Target Market","Chicago, IL","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/27/2022","Seven Star Academy, Inc/ May Monthly Summary Report","20,238","0","Scheduled","CPGI","Monthly Summary Report","Monthly Report (you must add id from venues_profiles for this to link)","2920 Wabash St","New Orleans","LA","70114","Louisiana Regional Market - New Orleans","New Orleans, LA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/27/2022","NRHA / Cycle 3 May 2022 Monthly Report","20,233","0","Scheduled","CPGI","Monthly Summary Report","Monthly Summary Report (you must add id from venues_profiles for this to link)","50 F St NW","Washington","DC","20001","Admin","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/27/2022","DREF/A Cream City Tailgate: PopUp Clinic","20,149","0","Scheduled","CEP","Digital Events","Digital (you must add id from venues_profiles for this to link)","315 W Court St","Milwaukee","WI","53212","Wisconsin","Wisconsin","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/28/2022","DREF/Understanding Lupus: What Do You Know?","20,151","0","Scheduled","CEP","Digital Events","Digital Event (you must add id from venues_profiles for this to link)","P.O. Box 8235","Chicago","IL","60680","Chicago, IL / Target Market","Chicago, IL","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/28/2022","Friendship Center","20,244","0","Scheduled","DV","VAP - Live Demo/Engagement ","Friendship Center (you must add id from venues_profiles for this to link)","1526 Martin Luther King Jr Pkwy","Des Moines","IA","50311","Iowa","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/30/2022","THEARI/Student Ambassador Presentation with RVU Medical Students","20,041","0","Scheduled","CPGI","Webinar","Rocky Vista University (you must add id from venues_profiles for this to link)","8401 S Chambers Rd","Parker","CO","80134","Denver, CO / Target Market","Denver, CO","0","N/A","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/31/2022","Black Greek Letter Consortium/  Iota Phi Theta Social Media Report May 2022","20,186","0","Scheduled","CPGI","Social Media","NPHC Headquarters (you must add id from venues_profiles for this to link)","3951 Snapfinger Cir","Decatur","GA","30035","Atlanta, GA / Target Market","Atlanta, GA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/31/2022","Black Greek Letter Consortium/ National Pan-Hellenic Council May Social Media Report.2022","20,188","0","Scheduled","CPGI","Social Media","NPHC Headquarters (you must add id from venues_profiles for this to link)","3951 Snapfinger Cir","Decatur","GA","30035","Atlanta, GA / Target Market","Atlanta, GA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/31/2022","Black Greek Letter Consortium/  Kappa Alpha Psi Social Media Report May 2022","20,187","0","Scheduled","CPGI","Social Media","NPHC Headquarters (you must add id from venues_profiles for this to link)","3951 Snapfinger Cir","Decatur","GA","30035","Atlanta, GA / Target Market","Atlanta, GA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/31/2022","Black Greek Letter Consortium/ Sigma Gamma Rho Social Media Report May 2022","20,185","0","Scheduled","CPGI","Social Media","NPHC Headquarters (you must add id from venues_profiles for this to link)","3951 Snapfinger Cir","Decatur","GA","30035","Atlanta, GA / Target Market","Atlanta, GA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/31/2022","Black Greek Letter Consortium/ Omega Psi Phi Social Media Report May 2022","20,184","0","Scheduled","CPGI","Social Media","NPHC Headquarters (you must add id from venues_profiles for this to link)","3951 Snapfinger Cir","Decatur","GA","30035","Atlanta, GA / Target Market","Atlanta, GA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/31/2022","Black Greek Letter Consortium/  Zeta Phi Beta Social Media Report May Summary 2022","20,183","0","Scheduled","CPGI","Social Media","NPHC Headquarters (you must add id from venues_profiles for this to link)","3951 Snapfinger Cir","Decatur","GA","30035","Atlanta, GA / Target Market","Atlanta, GA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/31/2022","Black Greek Letter Consortium/  Zeta Phi Beta Social Media Report May Summary 2022","20,182","0","Scheduled","CPGI","Social Media","NPHC Headquarters (you must add id from venues_profiles for this to link)","3951 Snapfinger Cir","Decatur","GA","30035","Atlanta, GA / Target Market","Atlanta, GA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/31/2022","Black Greek Letter Consortium/ Phi Beta Sigma Social Media Report May 2022","20,181","0","Scheduled","CPGI","Social Media","NPHC Headquarters (you must add id from venues_profiles for this to link)","3951 Snapfinger Cir","Decatur","GA","30035","Atlanta, GA / Target Market","Atlanta, GA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/31/2022","Black Greek Letter Consortium/  Alpha Kappa Alpha Social Media Report May 2022","20,180","0","Scheduled","CPGI","Social Media","NPHC Headquarters (you must add id from venues_profiles for this to link)","3951 Snapfinger Cir","Decatur","GA","30035","Arizona","Atlanta, GA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
"05/31/2022","Southern University Ag Center/May 2022 Monthly Report","20,164","0","Scheduled","CPGI","Monthly Summary Report","Admin (you must add id from venues_profiles for this to link)","Admin","Washington","DC                                                                                                                                                                                                      ","20036","Admin","Baton Rouge, LA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","",""
