"pri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Date","Name","Event ID","Legacy Id","Event Status","Partner","Engagement Activity Type","Venue Name","Street Address","City","State","Zip","NN2 Venue Market","NN2 Consortia Partner Target Market","Event Recap Type Id","Collaboration Partner(s)","Digital Recap | Digital Event Engagement","Digital Recap | # of Digital Event Attendees","Digital Recap | TWITTER","Digital Recap | # of Tweets","Digital Recap | Twitter Impressions","Digital Recap | Twitter Engagement","Digital Recap | FACEBOOK","Digital Recap | # of Facebook posts","Digital Recap | Facebook Reach","Digital Recap | Facebook Engagement","Digital Recap | INSTAGRAM","Digital Recap | # of Instagram posts","Digital Recap | Instagram Reach","Digital Recap | Instagram Impressions","Digital Recap | Instagram Engagement","Digital Recap | TWITTER CHAT","Digital Recap | # of Twitter Chat Attendees","Digital Recap | Twitter Chat Engagement","Digital Recap | FACEBOOK LIVE","Digital Recap | # of Facebook Live Attendees","Digital Recap | Facebook Live Engagement","Digital Recap | WhatsApp Reach","Digital Recap | LinkedIn Reach","Digital Recap | Blog Engagement","Digital Recap | Google Analytics Page Views","Digital Recap | Target/Primary Population","In-Person Recap | Est # of attendees","In-Person Recap | Est # of  Engagement","In-Person Recap | Reach of Tactic","In-Person Recap | Target/Primary Population","Hybrid Recap | Est # of attendees","Hybrid Recap | # of In-Person Attendees","Hybrid Recap | # of Virtual Attendees","Hybrid Recap | Est # of Engagement","Hybrid Recap | Target/Primary Population","Hybrid Recap | Most Resonating Messages","Non-Digital Non-Event Recap | Reach","Non-Digital Non-Event Recap | If printed, how many were distributed?","Admin Recap | Accomplishments","Hybrid Recap | Concerns","Admin Recap | Barriers to participation","Admin Recap | Concerns expressed","Admin Recap | Challenges","Admin Recap | Lessons Learned","Admin Recap | Governance Activities Summary","Admin Recap | Best-resonating message","Admin Recap | Other notes","Partners | Digital - CPGI","Partners | Digital - CEP","Partners | Digital - FQHC","Partners | Digital - DV","Partners | In-Person - CPGI","Partners | In-Person - CEP","Partners | In-Person - DV","Partners | In-Person - HPO","Partners | In-Person - FQHC","Partners | Hybrid - CPGI","Partners | Hybrid - CEP","Partners | Hybrid - DV","Partners | Hybrid - HPO","Partners | Hybrid - FQHC","Partners | NonDig NonEvent - CPGI","Partners | NonDig NonEvent - CEP","Partners | NonDig NonEvent - DV","Partners | NonDig NonEvent - HPO","Partners | NonDig NonEvent - FQHC","Legacy | Organization Name","Legacy Recap | Est # of attendees","Legacy Recap | Est # of Engagement 1","Legacy Recap | Est # of Engagement 2","Legacy Recap | Name of Organization","Legacy Recap | YOUTUBE","Legacy Recap | # of YouTube videos","Legacy Recap | YouTube Reach","Legacy Recap | YouTube Engagement","Legacy Recap | TWITTER","Legacy Recap | # of Tweets","Legacy Recap | Twitter Impressions","Legacy Recap | Twitter Engagement","Legacy Recap | FACEBOOK","Legacy Recap | # of Facebook posts","Legacy Recap | Facebook Reach","Legacy Recap | Facebook Engagement","Legacy Recap | INSTAGRAM","Legacy Recap | # of Instagram posts","Legacy Recap | Instagram Reach","Legacy Recap | Instagram Impressions","Legacy Recap | Instagram Engagement","Legacy Recap | Instagram Exp Audience Reach","Legacy Recap | Target/Primary Population","Legacy Recap | Accomplishments","Legacy Recap | Challenges","Legacy Recap | Lessons Learned","Legacy Recap | Best-resonating Messages","Legacy Recap | Governance Activities Summary","Legacy Recap | Concerns Expressed","Legacy Recap | Barriers to Participation","Legacy Recap | Tactics and strategies","Legacy Recap | Other Notes","Digital Recap | CTA","Digital Recap | CTA Text 1","Digital Recap | CTA Text 2","Digital Recap | CTA Text 3","Digital Recap | CTA Text 4","Hybrid Recap | CTA","Hybrid Recap | CTA Text 1","Hybrid Recap | CTA Text 2","Hybrid Recap | CTA Text 3","Hybrid Recap | CTA Text 4","In-Person Recap | CTA","In-Person Recap | CTA Text 1","In-Person Recap | CTA Text 2","In-Person Recap | CTA Text 3","In-Person Recap | CTA Text 4","Non-Digital Non-Event Recap | CTA","Non-Digital Non-Event Recap | CTA Text 1","Non-Digital Non-Event Recap | CTA Text 2","Non-Digital Non-Event Recap | CTA Text 3","Non-Digital Non-Event Recap | CTA Text 4","Research Facing 1","Research Facing 2"
"06/15/2022","em test delete","20,433","0","Scheduled","CPGI","Digital Events","CNN Center (you must add id from venues_profiles for this to link)","1 CNN Center","Atlanta","GA                                                                                                                                                                                                      ","30303","Atlanta, GA / Target Market","New Orleans, LA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/15/2022","Delgado CC/First Evangelist Housing CDC","20,440","0","Scheduled","CPGI","Booth/Tabling","First Evangelist Housing CDC (you must add id from venues_profiles for this to link)","2826 Martin Luther King Jr Blvd","New Orleans","LA","70113","Louisiana Regional Market - New Orleans","New Orleans, LA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/15/2022","FiftyForward/ All of Us Cafe- Martin Center","20,403","0","Scheduled","CEP","Booth/Tabling","FiftyForward Martin Center (you must add id from venues_profiles for this to link)","960 Heritage Way","Brentwood","TN","37027","Tennessee","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FiftyForward","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/16/2022","Church Hurt and Healing","20,424","0","Scheduled","CPGI","Other Digital","Zoom (you must add id from venues_profiles for this to link)","Zoom","Zoom","","","Virginia","DC/MD/VA","0","The Virginia Department of Health- Mind, Body & Soul","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/16/2022","MS State Extension - Newspaper Ad #1","20,508","0","Scheduled","CPGI","Printed Collateral Distribution","Mississippi State University Extension Service (you must add id from venues_profiles for this to link)","1 Research Blvd","Starkville","MS","39759","Mississippi","Mississippi","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/16/2022","NNLM / Alive Inside Film Screening & Panel Discussion ","20,259","0","Scheduled","NLM","Watch Parties","Digital Event (you must add id from venues_profiles for this to link)","600 Newton Rd","Iowa City","IA","52242","TBD","Not a target market","0","FiftyForward","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/16/2022","FiftyForward/ Alive Inside Screening and Panel Discussion","20,417","0","Scheduled","CEP","Digital Events","FiftyForward Knowles (you must add id from venues_profiles for this to link)","174 Rains Ave","Nashville","TN","37203","Tennessee","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes"," "
"06/16/2022","FiftyForward/ All of Us Cafe- Madison Station","20,404","0","Scheduled","CEP","Booth/Tabling","FiftyForward Madison Station (you must add id from venues_profiles for this to link)","530 Madison Station Blvd","Nashville","TN","37115","Tennessee","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FiftyForward","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/17/2022","FiftyForward/ Larry Keeton All of Us Night","20,408","0","Scheduled","CEP","Booth/Tabling","Larry Keeton Theater (you must add id from venues_profiles for this to link)","108 Donelson Pike","Nashville","TN","37214","Tennessee","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FiftyForward","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/18/2022","Community Council: Let's Get Moving Through The Pandemic Part II","20,434","0","Scheduled","CPGI","Booth/Tabling","Temple Missionary Baptist Church (you must add id from venues_profiles for this to link)","638 Power Dr","Duncanville","TX","75116","Dallas, TX / Target Market","Dallas, TX","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Community Council","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/18/2022","Pearls of Humanity Foundation - Let The Good Times Roll Festival","20,338","0","Scheduled","CPGI","Booth/Tabling","Festival Plaza (you must add id from venues_profiles for this to link)","101 Crockett St","Shreveport","LA","71101","Louisiana Regional Market - Shreveport","Shreveport, LA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/19/2022","Southern University at Shreveport/Juneteenth Celebration at Sci-Port Discovery Center","20,455","0","Scheduled","CPGI","Booth/Tabling","Sci-Port Discovery Center (you must add id from venues_profiles for this to link)","820 Clyde Fant Pkwy","Shreveport","LA                                                                                                                                                                                                      ","71101","Louisiana Regional Market - Shreveport","Shreveport, LA","0","Sci-Port Discovery Center","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Southern University at Shreveport","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/19/2022","Sci-Port Discovery Center/Juneteenth - Free Admissions Event","19,988","0","Scheduled","CPGI","Booth/Tabling","Sci-Port Discovery Center (you must add id from venues_profiles for this to link)","820 Clyde Fant Pkwy","Shreveport","LA                                                                                                                                                                                                      ","71101","Louisiana Regional Market - Shreveport","Shreveport, LA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/20/2022","Southern University at Shreveport/Women's Health Discussion Forum","20,450","0","Scheduled","CPGI","Events","Southern University at Shreveport (you must add id from venues_profiles for this to link)","3050 Martin Luther King","Shreveport","LA                                                                                                                                                                                                      ","71107","Louisiana Regional Market - Shreveport","Shreveport, LA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Southern University at Shreveport","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/21/2022","MS State Extension - June Monthly Report 2022","20,463","0","Scheduled","CPGI","Monthly Summary Report","Mississippi State University Extension Service (you must add id from venues_profiles for this to link)","1 Research Blvd","Starkville","MS","39759","Mississippi","Mississippi","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mississippi State University Extension","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/21/2022","FiftyForward/ All of Us Cafe- Donelson","20,405","0","Scheduled","CEP","Booth/Tabling","FiftyForward Donelson Station (you must add id from venues_profiles for this to link)","108 Donelson Pike","Nashville","TN","37214","Tennessee","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FiftyForward","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/21/2022","Southern University at New Orleans/ Delgado Community College and Louisiana STD/HIV Program","16,037","471,103","Scheduled","Live - ‘Louisiana’ Regional Campaign","Community Event","Central Time Zone (you must add id from venues_profiles for this to link)","","","                                                                                                                                                                                                        ","60804","Digital, Non-Event (social, digital advertising)","","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "
"06/22/2022","Northwestern University / Grayslake Blood Drive ","20,497","0","Cancelled","HPO","Booth/Tabling","Graylake Outpatient Center | Pavilion B Conference Center Mallard/Heron Conference Rooms  (you must add id from venues_profiles for this to link)","1475 E Belvidere Rd","Grayslake","IL","60030","Illinois","Chicago, IL","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/22/2022","Cobb/All of Us Presentation to NMA/Region VI","20,252","0","Scheduled","CPGI","CPGI Other","Art Hotel Denver (you must add id from venues_profiles for this to link)","1201 Broadway","Denver","CO","80203","Colorado","Denver, CO","0","Mile High Society","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes"," "
"06/22/2022","NMA Region VI -- All of Us Researcher Workbench Engagement Meeting","20,435","0","Scheduled","CPGI","Speaker Engagement Presentation","Art Hotel Denver (you must add id from venues_profiles for this to link)","1201 Broadway","Denver","CO","80203","Colorado","Denver, CO","0","Mile High Medical Association","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/22/2022","MS State Extension - Social Media Post #4","20,476","0","Scheduled","CPGI","Social Media","Mississippi State University Extension Service (you must add id from venues_profiles for this to link)","1 Research Blvd","Starkville","MS","39759","Mississippi","Mississippi","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/23/2022","Northwestern University / MainStreet Libertyville Farmer's Market","20,056","0","Scheduled","HPO","Booth/Tabling","MainStreet Libertyville (you must add id from venues_profiles for this to link)","421 Milwaukee Ave","Libertyville","IL","60048","Illinois","Chicago, IL","0","Libertyville MainStreet","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/23/2022","Museo de las Americas","20,309","0","Scheduled","DV","VAP - Live Demo/Engagement ","Museo de las Americas (you must add id from venues_profiles for this to link)","861 Santa Fe Dr","Denver","CO","80204","Denver, CO / Target Market","Denver, CO","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/23/2022","THEARI/Student Ambassador Presentation with the Asian Pacific Development Center (APDC) Behavioral Health Clinic","20,458","0","Scheduled","CPGI","Webinar","THEARI (you must add id from venues_profiles for this to link)","10200 E Girard Ave","Denver","CO","80231","Denver, CO / Target Market","Denver, CO","0","N/A","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes"," "
"06/23/2022","MS State Extension - Newspaper Ad #1","20,509","0","Scheduled","CPGI","Printed Collateral Distribution","Mississippi State University Extension Service (you must add id from venues_profiles for this to link)","1 Research Blvd","Starkville","MS","39759","Mississippi","Mississippi","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/24/2022","Northwestern University / 38th Annual Northwestern Ophthalmology and Vision Research Day","20,500","0","Scheduled","HPO","Booth/Tabling","Northwestern Memorial Hospital Feinberg Pavilion | Pritzker Auditorium (you must add id from venues_profiles for this to link)","251 E Huron St","Chicago","IL","60611","Chicago, IL / Target Market","Chicago, IL","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes"," "
"06/24/2022","Northwestern University | 38th Annual Ophthalmology and Vision Research Day","20,347","0","Scheduled","HPO","Booth/Tabling","Northwestern Memorial Hospital Feinberg Pavilion | Pritzker Auditorium (you must add id from venues_profiles for this to link)","251 E Huron St","Chicago","IL","60611","Chicago, IL / Target Market","Chicago, IL","0","Northwestern University | Department of Ophthamology","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes"," "
"06/24/2022","Latino Center of the Midlands","20,127","0","Scheduled","DV","VAP - Live Demo/Engagement ","Latino Center of the Midlands (you must add id from venues_profiles for this to link)","4821 S 24th St","Omaha","NE","68107","Nebraska","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/24/2022","NRHA Louisiana Rural Health Association / Cycle 3 June 2022 Social Media Report","20,273","0","Scheduled","CPGI","Digital Events","Digital Event (you must add id from venues_profiles for this to link)","133 LA-402","Napoleonville","LA","70390","Louisiana","Shreveport, LA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes"," "
"06/25/2022","Northwestern University / Batavia MainStreet Farmers Market","20,493","0","Scheduled","HPO","Booth/Tabling","Batavia Farmers Market (you must add id from venues_profiles for this to link)"," State St","Batavia","IL","60510","Illinois","Chicago, IL","0","Batavia MainStreet","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/25/2022","Health Fair at Casa de Maryland ","20,383","0","Scheduled","CPGI","Booth/Tabling","CASA de Maryland Multicultural Center (you must add id from venues_profiles for this to link)","8151 15th Ave","Langley Park","MD                                                                                                                                                                                                      ","20783","Maryland","DC/MD/VA","0","Mary's Center, National Alliance for Hispanic Health, National Hispanic Medical Association, the League of United Latin American Citizens, National Hispanic Council on Aging","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/25/2022","Baltimore PRIDE- Block Party","20,464","0","Scheduled","CPGI","Booth/Tabling","Baltimore PRIDE (you must add id from venues_profiles for this to link)"," MD-139","Baltimore","MD","21217","Maryland","DC/MD/VA","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/25/2022","FiftyForward/ PRIDE Party at Knowles","20,411","0","Scheduled","CEP","Events","FiftyForward Knowles (you must add id from venues_profiles for this to link)","174 Rains Ave","Nashville","TN","37203","Tennessee","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FiftyForward","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/25/2022","Black Greek Letter Consortium /  Sigma Gamma Rho Swimming and It's Benefits","15,806","470,948","Cancelled","CPGI","Webinar","Central Time Zone (you must add id from venues_profiles for this to link)","","","                                                                                                                                                                                                        ","60804","Digital, Non-Event (social, digital advertising)","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sigma Gamma Rho Sorority, inc..  (SGRho)","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/25/2022","FiftyForward/ PRIDE Festival","20,409","0","Scheduled","CEP","Booth/Tabling","Bicentennial Capitol Mall State Park (you must add id from venues_profiles for this to link)","600 James Robertson Pkwy","Nashville","TN","37219","Tennessee","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FiftyForward","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/25/2022","Black Greek Letter Consortium/  Iota Phi Theta Summary June 2022","20,526","0","Scheduled","CPGI","Monthly Summary Report","NPHC Headquarters (you must add id from venues_profiles for this to link)","3951 Snapfinger Cir","Decatur","GA","30035","Admin","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Iota Phi Theta Fraternity, Inc. (Iota)","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
"06/25/2022","Black Greek Letter Consortium/  Sigma Gamma Rho Summary June 2022","20,527","0","Scheduled","CPGI","Monthly Summary Report","NPHC Headquarters (you must add id from venues_profiles for this to link)","3951 Snapfinger Cir","Decatur","GA","30035","Admin","Not a target market","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","","0","0","0","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sigma Gamma Rho Sorority, inc..  (SGRho)","0","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"," "
