Date,Name,Event ID,Legacy Id,Event Status,Partner,Engagement Activity Type,Venue Name,Street Address,City,State,Zip,NN2 Venue Market,NN2 Consortia Partner Target Market,Event Recap Type Id,Collaboration Partner(s),Digital Recap | Digital Event Engagement,Digital Recap | # of Digital Event Attendees,Digital Recap | TWITTER,Digital Recap | # of Tweets,Digital Recap | Twitter Impressions,Digital Recap | Twitter Engagement,Digital Recap | FACEBOOK,Digital Recap | # of Facebook posts,Digital Recap | Facebook Reach,Digital Recap | Facebook Engagement,Digital Recap | INSTAGRAM,Digital Recap | # of Instagram posts,Digital Recap | Instagram Reach,Digital Recap | Instagram Impressions,Digital Recap | Instagram Engagement,Digital Recap | TWITTER CHAT,Digital Recap | # of Twitter Chat Attendees,Digital Recap | Twitter Chat Engagement,Digital Recap | FACEBOOK LIVE,Digital Recap | # of Facebook Live Attendees,Digital Recap | Facebook Live Engagement,Digital Recap | WhatsApp Reach,Digital Recap | LinkedIn Reach,Digital Recap | Blog Engagement,Digital Recap | Google Analytics Page Views,Digital Recap | Target/Primary Population,In-Person Recap | Est # of attendees,In-Person Recap | Est # of  Engagement,In-Person Recap | Reach of Tactic,In-Person Recap | Target/Primary Population,Hybrid Recap | Est # of attendees,Hybrid Recap | # of In-Person Attendees,Hybrid Recap | # of Virtual Attendees,Hybrid Recap | Est # of Engagement,Hybrid Recap | Target/Primary Population,Hybrid Recap | Most Resonating Messages,Non-Digital Non-Event Recap | Reach,"Non-Digital Non-Event Recap | If printed, how many were distributed?",Admin Recap | Accomplishments,Hybrid Recap | Concerns,Admin Recap | Barriers to participation,Admin Recap | Concerns expressed,Admin Recap | Challenges,Admin Recap | Lessons Learned,Admin Recap | Governance Activities Summary,Admin Recap | Best-resonating message,Admin Recap | Other notes,Partners | Digital - CPGI,Partners | Digital - CEP,Partners | Digital - FQHC,Partners | Digital - DV,Partners | In-Person - CPGI,Partners | In-Person - CEP,Partners | In-Person - DV,Partners | In-Person - HPO,Partners | In-Person - FQHC,Partners | Hybrid - CPGI,Partners | Hybrid - CEP,Partners | Hybrid - DV,Partners | Hybrid - HPO,Partners | Hybrid - FQHC,Partners | NonDig NonEvent - CPGI,Partners | NonDig NonEvent - CEP,Partners | NonDig NonEvent - DV,Partners | NonDig NonEvent - HPO,Partners | NonDig NonEvent - FQHC,Legacy | Organization Name,Legacy Recap | Est # of attendees,Legacy Recap | Est # of Engagement 1,Legacy Recap | Est # of Engagement 2,Legacy Recap | Name of Organization,Legacy Recap | YOUTUBE,Legacy Recap | # of YouTube videos,Legacy Recap | YouTube Reach,Legacy Recap | YouTube Engagement,Legacy Recap | TWITTER,Legacy Recap | # of Tweets,Legacy Recap | Twitter Impressions,Legacy Recap | Twitter Engagement,Legacy Recap | FACEBOOK,Legacy Recap | # of Facebook posts,Legacy Recap | Facebook Reach,Legacy Recap | Facebook Engagement,Legacy Recap | INSTAGRAM,Legacy Recap | # of Instagram posts,Legacy Recap | Instagram Reach,Legacy Recap | Instagram Impressions,Legacy Recap | Instagram Engagement,Legacy Recap | Instagram Exp Audience Reach,Legacy Recap | Target/Primary Population,Legacy Recap | Accomplishments,Legacy Recap | Challenges,Legacy Recap | Lessons Learned,Legacy Recap | Best-resonating Messages,Legacy Recap | Governance Activities Summary,Legacy Recap | Concerns Expressed,Legacy Recap | Barriers to Participation,Legacy Recap | Tactics and strategies,Legacy Recap | Other Notes,Digital Recap | CTA,Digital Recap | CTA Text 1,Digital Recap | CTA Text 2,Digital Recap | CTA Text 3,Digital Recap | CTA Text 4,Hybrid Recap | CTA,Hybrid Recap | CTA Text 1,Hybrid Recap | CTA Text 2,Hybrid Recap | CTA Text 3,Hybrid Recap | CTA Text 4,In-Person Recap | CTA,In-Person Recap | CTA Text 1,In-Person Recap | CTA Text 2,In-Person Recap | CTA Text 3,In-Person Recap | CTA Text 4,Non-Digital Non-Event Recap | CTA,Non-Digital Non-Event Recap | CTA Text 1,Non-Digital Non-Event Recap | CTA Text 2,Non-Digital Non-Event Recap | CTA Text 3,Non-Digital Non-Event Recap | CTA Text 4,Research Facing,TYPE,sum,Recap Type Submitted,#-Total Social Media Posts,#-Total Social Media Impressions,#-Total Social Media Engagement,#-Total Social Media Reach,#-Total Digital Attendees,#-Total Digital Engagement,#-Total Attendees,#-Total Engagement,#-Total Reach,#-Total Page Views,#-Total Material Distributed,Target Population,Partners Recapped,CTA,CTA Text,Accomplishments,Challenges,Lessons Learned,Barriers to Participation,Best-resonating message,Concerns expressed,Other notes,Governance Activities Summary
2022-05-12,NAHH / The Power of Latinos Summit ,20161,,Recapped,CEP,Booth/Tabling,Texas A&M University: Commerce at Dallas ,8750 N Central Expy,Dallas,TX,75231,"Dallas, TX / Target Market","Dallas, TX",2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,200,80,0,"Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S)",0,0,0,0,,,0,0,,,,,,,,,,,,,,,National Alliance for Hispanic Health (NAHH),,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,IN-PERSON,280,In-Person,0,0,0,0,0,0,200,80,0,0,0,"Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S)",National Alliance for Hispanic Health (NAHH),,,,,,,,,,
2022-05-12,"NAHH / Mobile Consulate El Paso in Hatch, NM ",20502,,Recapped,CEP,Booth/Tabling,Hatch Vally Middle School,901 Herrera Rd,Hatch,NM,87937,New Mexico,Not a target market,2,"Hatch Vally Middle School
Mobile Consulate El Paso",0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,85,0,"Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S)",0,0,0,0,,,0,0,,,,,,,,,,,,,,,National Alliance for Hispanic Health (NAHH),,,,,,,,,,,,,,National Alliance for Hispanic Health,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,IN-PERSON,85,In-Person,0,0,0,0,0,0,0,85,0,0,0,"Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S)",National Alliance for Hispanic Health (NAHH),,,,,,,,,,
2022-05-12,NAHH / Casa Feliz Event International District Area Wellness Resource Fair,20503,,Recapped,CEP,Booth/Tabling,Casa Feliz,443 Espanola St SE,Albuquerque,NM,87108,New Mexico,Not a target market,2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,42,0,"Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S)",0,0,0,0,,,0,0,,,,,,,,,,,,,,,National Alliance for Hispanic Health (NAHH),,,,,,,,,,,,,,National Alliance for Hispanic Health,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,IN-PERSON,42,In-Person,0,0,0,0,0,0,0,42,0,0,0,"Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S)",National Alliance for Hispanic Health (NAHH),,,,,,,,,,
2022-05-12,FiftyForward/ All of Us Cafe- Bordeaux,20010,,Recapped,CEP,Booth/Tabling,FiftyForward Bordeaux,3315 John Mallette Drive,Nashville,TN                                                                                                                                                                                                      ,37218,Tennessee ,Not a target market,2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,10,10,0,Older Adults,0,0,0,0,,,0,0,,,,,,,,,,,,,,,FiftyForward,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Download App,,,,,,,,,,No,IN-PERSON,20,In-Person,0,0,0,0,0,0,10,10,0,0,0,Older Adults,FiftyForward,Download App,,,,,,,,,
2022-05-12,Gundersen/Tomah Tabling 4/12/2022,19971,,Recapped,HPO,Booth/Tabling,Gundersen Health,1900 South Ave,La Crosse,WI                                                                                                                                                                                                      ,54601,Wisconsin ,Wisconsin,2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,20,6,0,Rural,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,"All of Us, Wisconsin",,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"Vanity URL, Scan QR Code",,,,,,,,,,No,IN-PERSON,26,In-Person,0,0,0,0,0,0,20,6,0,0,0,Rural,"All of Us, Wisconsin","Vanity URL, Scan QR Code",,,,,,,,,
2022-05-13,THEARI/Colfax Marathon,13246,473115.0,Finished,CPGI,Booth/Tabling,Empower Field Mile High Stadium,1701 Bryant Street,Denver,CO                                                                                                                                                                                                      ,80204,Colorado,"Denver, CO",2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,30000,373,0,"Sexual and Gender Minorities (LGBTQ), White/Caucasian",0,0,0,0,,,0,0,,,,,,,,,,,,,,The Health Education and Resources Instititue (THEARI),,,,,,,,,,,,,,,Central Colorado AHEC,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Vanity URL,JoinAllofUs.org/togetherDENVER,,,,,,,,,No,IN-PERSON,30373,In-Person,0,0,0,0,0,0,30000,373,0,0,0,"Sexual and Gender Minorities (LGBTQ), White/Caucasian",The Health Education and Resources Instititue (THEARI),Vanity URL,JoinAllofUs.org/togetherDENVER,,,,,,,,
2022-05-14,NBNA / Chicago (CCNBNA) - 3rd Annual Prayer Breakfast,19755,,Recapped,CPGI,Events,DoubleTree by Hilton Hotel Chicago - Alsip,5000 W 127th St,Alsip,IL                                                                                                                                                                                                      ,60803,"Chicago, IL / Target Market","Chicago, IL",2,"Chi-Eta Phi, Nursing Sorority
Lambda Pi Alpha Betu Mu Nursing Sorority
Haitian Nurses Association, Chicago Chapter
South Suburban of Illinois Chapter NBNA",0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,80,15,0,"Black, African or African American, Older Adults, Other",0,0,0,0,,,0,0,,,,,,,,,,,,,,NBNA - Chicago Chapter,,,,,,,,,,,,,,,NBNA / Chicago chapter,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"Scan QR Code, Download App",,,,,,,,,,No,IN-PERSON,95,In-Person,0,0,0,0,0,0,80,15,0,0,0,"Black, African or African American, Older Adults, Other",NBNA - Chicago Chapter,"Scan QR Code, Download App",,,,,,,,,
2022-05-14,Asian Health Coalition (VACF) - Community Forum: Vietnamese Americans Mental Health,20482,,Finished,CEP,Events,Freedom Hall,16801 Euclid St,Fountain Valley,CA,92708,California,Not a target market,2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,100,50,75,"Asian, Income - High, Income - Middle, Income - Low, Older Adults",0,0,0,0,,,0,0,,,,,,,,,,,,,,,Asian Health Coalition,,,,,,,,,,,,,,Asian Health Coalition,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Call in,,,,714-751-5805,,,,,,No,IN-PERSON,225,In-Person,0,0,0,0,0,0,100,50,75,0,0,"Asian, Income - High, Income - Middle, Income - Low, Older Adults",Asian Health Coalition,Call in,714-751-5805,,,,,,,,
2022-05-14,NAHH / Domestic Violence Awareness Resource Fair,20556,,Recapped,CEP,Booth/Tabling,Mexican Consulate San Antonio,127 Navarro St,San Antonio,TX,78205,Texas,Not a target market,2,"Amerigroup
La Nuestra
Ventanilla de Salud 
Alonso y Alonso",0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,114,0,"Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S)",0,0,0,0,,,0,0,,,,,,,,,,,,,,,National Alliance for Hispanic Health (NAHH),,,,,,,,,,,,,,National Alliance for Hispanic Health,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,IN-PERSON,114,In-Person,0,0,0,0,0,0,0,114,0,0,0,"Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S)",National Alliance for Hispanic Health (NAHH),,,,,,,,,,
2022-05-14,Asian Health Coalition (OCAPICA) - Vietnamese American Mental Health Community Forum,20446,,Finished,CPGI,Booth/Tabling,Freedom Hall,16801 Euclid St,Fountain Valley,CA,92708,California,Not a target market,2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,100,100,100,Asian,0,0,0,0,,,0,0,,,,,,,,,,,,,,,Asian Health Coalition,,,,,,,,,,,,,,Asian Health Coalition,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Scan QR Code,,,,,,,,,,No,IN-PERSON,300,In-Person,0,0,0,0,0,0,100,100,100,0,0,Asian,Asian Health Coalition,Scan QR Code,,,,,,,,,
2022-05-15,THEARI/Student Ambassador Event at Mile High Flea Market,19765,,Finished,CPGI,Booth/Tabling,Mile High Flea Market,7007 E 88th Ave,Henderson,CO,80640,"Denver, CO / Target Market","Denver, CO",2,"Banner Health / North Colorado Medical Center Greeley, CO",0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,200,52,0,"Hispanic, Latino or Spanish (H/L/S), Older Adults, White/Caucasian",0,0,0,0,,,0,0,,,,,,,,,,,,,,The Health Education and Resources Instititue (THEARI),,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Vanity URL,JoinAllofUs.org/togetherDENVER,,,,,,,,,No,IN-PERSON,252,In-Person,0,0,0,0,0,0,200,52,0,0,0,"Hispanic, Latino or Spanish (H/L/S), Older Adults, White/Caucasian",The Health Education and Resources Instititue (THEARI),Vanity URL,JoinAllofUs.org/togetherDENVER,,,,,,,,
2022-05-15,Asian Health Coalition (LTSC) - COVID Vaccine at JACCC - API Heritage Month,20484,,Finished,CEP,Events,Japanese American Cultural and Community Center,244 San Pedro St,Los Angeles,CA,90012,California,Not a target market,2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,300,200,200,"Asian, Income - Middle",0,0,0,0,,,0,0,,,,,,,,,,,,,,,Asian Health Coalition,,,,,,,,,,,,,,Asian Health Coalition,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Hashtag,,#JoinAllofUs,,,,,,,,No,IN-PERSON,700,In-Person,0,0,0,0,0,0,300,200,200,0,0,"Asian, Income - Middle",Asian Health Coalition,Hashtag,#JoinAllofUs,,,,,,,,
2022-05-15,CenterLink Cycle 3/Sacramento LGBT Community Center/MAMA’S MAKIN BACON,20654,,Finished,CPGI,Booth/Tabling,Sacramento LGBT Community Center,1015 20th St,Sacramento,CA,95811,California,Not a target market,2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,400,200,0,"Black, African or African American, Asian, Income - High, Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S), Sexual and Gender Minorities (LGBTQ), White/Caucasian",0,0,0,0,,,0,0,,,,,,,,,,,,,,Sacramento LGBT Community Center (CenterLink),,,,,,,,,,,,,,,"CenterLink, Inc",0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Vanity URL,/Together,,,,,,,,,No,IN-PERSON,600,In-Person,0,0,0,0,0,0,400,200,0,0,0,"Black, African or African American, Asian, Income - High, Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S), Sexual and Gender Minorities (LGBTQ), White/Caucasian",Sacramento LGBT Community Center (CenterLink),Vanity URL,/Together,,,,,,,,
2022-05-15,AHECWW at Whatcom/ May Lunch and Learn Presentation,20314,,Finished,CPGI,Speaker Engagement Presentation,Hyatt at Olive 8,1635 8th Ave,Seattle,WA,98101,Washington,Washington,2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,20,20,0,"Black, African or African American, American Indian or Alaska Native, Asian, Income - High, Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S), Middle Eastern or North African (MENA), Native Hawaiian or Other Pacific Islander (NHPI), Older Adults, Rural, Sexual and Gender Minorities (LGBTQ), White/Caucasian",0,0,0,0,,,0,0,,,,,,,,,,,,,,Area Health Education Center of Western Washington (AHECWW),,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Vanity URL,"Research, WA vanity",,,,,,,,,Yes,IN-PERSON,40,In-Person,0,0,0,0,0,0,20,20,0,0,0,"Black, African or African American, American Indian or Alaska Native, Asian, Income - High, Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S), Middle Eastern or North African (MENA), Native Hawaiian or Other Pacific Islander (NHPI), Older Adults, Rural, Sexual and Gender Minorities (LGBTQ), White/Caucasian",Area Health Education Center of Western Washington (AHECWW),Vanity URL,"Research, WA vanity",,,,,,,,
2022-05-16,Southern University at New Orleans/ Access Health,14876,471099.0,Finished,CPGI,Booth/Tabling,Access Health Louisiana,234 Loyola Ave,New Orleans,LA,70112,Louisiana Regional Market - New Orleans,"New Orleans, LA",2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,35,15,0,"Black, African or African American, Older Adults",0,0,0,0,,,0,0,,,,,,,,,,,,,,Southern University at New Orleans,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Scan QR Code,,,,,,,,,,No,IN-PERSON,50,In-Person,0,0,0,0,0,0,35,15,0,0,0,"Black, African or African American, Older Adults",Southern University at New Orleans,Scan QR Code,,,,,,,,,
2022-05-17,Dillard University Community Relations - Property and Casualty Insurance Workshop,20247,,Finished,CPGI,Booth/Tabling,Dillard University Community Relations,2601 Gentilly Blvd,New Orleans,LA,70122,Louisiana ,"New Orleans, LA",2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,31,82,0,"Black, African or African American",0,0,0,0,,,0,0,,,,,,,,,,,,,,Dillard University,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Download App,,,,,,,,,,No,IN-PERSON,113,In-Person,0,0,0,0,0,0,31,82,0,0,0,"Black, African or African American",Dillard University,Download App,,,,,,,,,
2022-05-17,Asian Health Coalition (WH) - HIV/AIDS Early Intervention Services in Kaneohe 5/17,20477,,Finished,CEP,Workshops,HMK Residential, Pookela St,Kaneohe,HI,96744,Hawaii,Not a target market,2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,30,30,30,"Black, African or African American, Hispanic, Latino or Spanish (H/L/S), Native Hawaiian or Other Pacific Islander (NHPI), White/Caucasian",0,0,0,0,,,0,0,,,,,,,,,,,,,,,Asian Health Coalition,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Scan QR Code,,,,,,,,,,No,IN-PERSON,90,In-Person,0,0,0,0,0,0,30,30,30,0,0,"Black, African or African American, Hispanic, Latino or Spanish (H/L/S), Native Hawaiian or Other Pacific Islander (NHPI), White/Caucasian",Asian Health Coalition,Scan QR Code,,,,,,,,,
2022-05-17,FiftyForward/ All of Us Cafe- Donelson,20011,,Recapped,CEP,Booth/Tabling,FiftyForward Donelson Station,108 Donelson Pike,Nashville,TN,37214,Tennessee,Not a target market,2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,1,1,0,Older Adults,0,0,0,0,,,0,0,,,,,,,,,,,,,,,FiftyForward,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Download App,,,,,,,,,,No,IN-PERSON,2,In-Person,0,0,0,0,0,0,1,1,0,0,0,Older Adults,FiftyForward,Download App,,,,,,,,,
2022-05-17,GHS Spring Anniversary Celebration ,20858,,Recapped,HPO,Events,La Crosse Area Family YMCA,1140 Main St,La Crosse,WI,54601,Wisconsin,Wisconsin,2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,7,7,0,"Black, African or African American, American Indian or Alaska Native, Income - High, Income - Middle, Income - Low, Older Adults, Rural, Sexual and Gender Minorities (LGBTQ), White/Caucasian",0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,"All of Us, Wisconsin",,,,,,,,,,,,All of Us Wisconsin,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Vanity URL,,,,,,,,,,No,IN-PERSON,14,In-Person,0,0,0,0,0,0,7,7,0,0,0,"Black, African or African American, American Indian or Alaska Native, Income - High, Income - Middle, Income - Low, Older Adults, Rural, Sexual and Gender Minorities (LGBTQ), White/Caucasian","All of Us, Wisconsin",Vanity URL,,,,,,,,,
2022-05-18,NAHH / Healthy Relationships - Jornada de Salud STS,20367,,Recapped,CEP,Booth/Tabling,El Salvador Consulate - Las Vegas ,765 N Nellis Blvd,Las Vegas,NV,89106,Nevada,Not a target market,2,"Southern Nevada Health District, Planned parenthood, Dignity Health, AHF , LOUD , Kopolow",0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,162,162,0,"Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S)",0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Alliance for Hispanic Health,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,IN-PERSON,324,In-Person,0,0,0,0,0,0,162,162,0,0,0,"Income - Middle, Income - Low, Hispanic, Latino or Spanish (H/L/S)",,,,,,,,,,,
2022-05-19,Asian Health Coalition (WH) - HIV/AIDS Early Intervention Services in Lihue 5/19,20478,,Finished,CEP,Workshops,Women in Need,3136 Elua St,Lihue,HI,96766,Hawaii,Not a target market,2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,11,11,11,"Black, African or African American, Hispanic, Latino or Spanish (H/L/S), Native Hawaiian or Other Pacific Islander (NHPI), White/Caucasian",0,0,0,0,,,0,0,,,,,,,,,,,,,,,Asian Health Coalition,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Scan QR Code,,,,,,,,,,No,IN-PERSON,33,In-Person,0,0,0,0,0,0,11,11,11,0,0,"Black, African or African American, Hispanic, Latino or Spanish (H/L/S), Native Hawaiian or Other Pacific Islander (NHPI), White/Caucasian",Asian Health Coalition,Scan QR Code,,,,,,,,,
2022-05-19,FiftyForward/ All of Us Cafe- Madison Station,20013,,Recapped,CEP,Booth/Tabling,FiftyForward Madison Station,301 Madison Street,Madison,TN                                                                                                                                                                                                      ,37115,Tennessee ,Not a target market,2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,5,5,0,Older Adults,0,0,0,0,,,0,0,,,,,,,,,,,,,,,FiftyForward,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Download App,,,,,,,,,,No,IN-PERSON,10,In-Person,0,0,0,0,0,0,5,5,0,0,0,Older Adults,FiftyForward,Download App,,,,,,,,,
2022-05-19,GHS Winona Tabling,20857,,Recapped,HPO,Booth/Tabling,Winona GHS,106 E 2nd St,Winona,WI,55987,Minnesota,Wisconsin,2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,10,0,0,Older Adults,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,"All of Us, Wisconsin",,,,,,,,,,,,All of Us Wisconsin,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Vanity URL,,,,,,,,,,No,IN-PERSON,10,In-Person,0,0,0,0,0,0,10,0,0,0,0,Older Adults,"All of Us, Wisconsin",Vanity URL,,,,,,,,,
2022-05-19,GHS Tomah Tabling,20859,,Recapped,HPO,Booth/Tabling,GHS Tomah,505 Gopher Ave,Tomah,WI,54660,Wisconsin,Wisconsin,2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,Rural,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,"All of Us, Wisconsin",,,,,,,,,,,,All of Us Wisconsin,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Vanity URL,,,,,,,,,,No,IN-PERSON,0,In-Person,0,0,0,0,0,0,0,0,0,0,0,Rural,"All of Us, Wisconsin",Vanity URL,,,,,,,,,
2022-05-20,FiftyForward/ All of Us & FiftyForward Knowles Route 66 Health Fair,20086,,Recapped,CEP,Booth/Tabling,FiftyForward Knowles,174 Rains Ave,Nashville,TN,37203,Tennessee,Not a target market,2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,94,94,0,Older Adults,0,0,0,0,,,0,0,,,,,,,,,,,,,,,FiftyForward,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Download App,,,,,,,,,,No,IN-PERSON,188,In-Person,0,0,0,0,0,0,94,94,0,0,0,Older Adults,FiftyForward,Download App,,,,,,,,,
2022-05-20,Asian Health Coalition (APIDC) - Glendale Community College Asian & Pacific American Heritage Month Night Market,20483,,Finished,CEP,Booth/Tabling,"Glendale Community College, Plaza Vaquero",1500 N Verdugo Rd,Glendale,CA,91208,California,Not a target market,2,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,200,25,25,"Asian, Native Hawaiian or Other Pacific Islander (NHPI)",0,0,0,0,,,0,0,,,,,,,,,,,,,,,Asian Health Coalition,,,,,,,,,,,,,,Asian Health Coalition,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Bitly,,,JoinAllofUs.org,,,,,,,No,IN-PERSON,250,In-Person,0,0,0,0,0,0,200,25,25,0,0,"Asian, Native Hawaiian or Other Pacific Islander (NHPI)",Asian Health Coalition,Bitly,JoinAllofUs.org,,,,,,,,
